P_MASS,P_RADIUS,P_SEMI_MAJOR_AXIS,P_ECCENTRICITY,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,S_DISTANCE,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_DISTANCE,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_SURF,S_RADIUS_EST,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI
17.162712,4.31585,0.079,0.25,0.41725000000000056,-0.27224000000000004,0.21576899999999996,55.8716,1.05,-0.02,0.02,1.29,-0.02,0.02,7.3,-1.2,1.2,5783.0,1.9941590159375515,3.9766702,0.92141066,0.21349459695444994,0.08146875,330.94832,205.08117,569.66992,1073.6331,1221.025944,1.29,1.9998619,1.0609628,2.4992639,1.3438407,2.3695294,1.4210286,2.3695294,1.2972187,2.3695294,3.8182448,2.0797476,0.50641716,0.0,0.0,0.0,0.1702196
24.154928,5.2687,0.196,0.15,0.45483999999999997,-0.283795,0.20875999999999995,55.8716,1.05,-0.02,0.02,1.29,-0.02,0.02,7.3,-1.2,1.2,5783.0,2.141169943514633,4.5846088,0.87015938,0.16515637259751484,0.198205,52.65377,39.363361,72.052658,683.36455,773.3685989,1.29,1.9998619,1.0609628,2.4992639,1.3438407,2.3695294,1.4210286,2.3695294,1.2972187,2.3695294,3.8182448,2.0797476,0.50641716,0.0,0.0,0.0,0.16617252
950.30573,13.1157,1.259,0.338,0.3431200000000002,-0.17714999999999997,0.15773800000000004,55.4156,0.98,-0.05,0.05,1.09,-0.04,0.04,3.9521800000000007,-2.4392099999999997,2.692809999999999,5694.0,8.51208470666005,72.455586,5.5243399,0.42120054541857105,1.3309166,0.55244811,0.29042655,1.1864039,214.74935,242.2904470999999,1.09,0.82413812,0.68471848,1.616879,0.86728282,1.5329482,0.91717243,1.5329482,0.83720496,1.5329482,2.4511155,1.7442888,0.45824016,1.0,1.0,0.0,0.35976082
85.813561,11.13153,0.0615,0.0,0.3239,-0.18948000000000007,0.15737299999999999,63.0821,1.13,-0.22,0.22,1.22,-0.09,0.09,3.3,-1.2,1.2,5824.0,2.776518244540925,7.7090535,0.69254213,0.06221446071842719,0.0615,409.4961,409.4961,409.4961,1146.06,1293.9471070000009,1.22,1.5488166,0.93137934,2.1916604,1.1797059,2.0778934,1.2474206,2.0778934,1.1387712,2.0778934,3.3601895,2.2868158,0.45464244,0.0,0.0,0.0,0.081376369
143.0226,14.3488,0.95,0.442,0.37503000000000014,-0.18042600000000011,0.1420250000000001,116.506,1.41,-0.35,0.34,11.16,-0.38,0.45,5.130419999999995,-2.8836899999999988,3.3568999999999996,4840.0,3.1571451078364725,9.9675653,0.69466194,0.04841254593501782,1.0427979,76.164581,32.856573,219.42413,723.06622,820.9944692,11.16,61.6595,6.195757,15.078329,7.8478618,14.295598,8.3067742,14.295598,7.5762954,14.295598,21.201363,0.45404407,0.51731789,0.0,0.0,0.0,0.07663476
6725.3867,12.1068,12.511098,0.05578,0.928771,-0.11498999999999995,0.0844860000000001,42.5279,0.88,-0.1,0.1,0.87,-0.04,0.06,4.441649999999999,-3.7968500000000005,4.476500000000001,5185.97,23.56915140758805,555.5049,45.88371,3.789912266004869,12.530562,0.003155628,0.002826587,0.003533969,60.347968,142.53979390000012,0.87,0.4931738,0.54498657,1.3083005,0.69030334,1.2403869,0.73038488,1.2403869,0.66640299,1.2403869,1.8961111,0.7030512,0.44209135,0.0,0.0,0.0,0.076540172
3524.7126,12.4431,2.14,0.462,0.48103199999999996,-0.203679,0.1574840000000001,100.758,2.17,-0.28,0.28,20.9,-1.1,1.1,0.95,-0.4,0.4,4445.0,16.83052099075981,283.26643,22.76494,1.8295232664583734,2.3683851,49.580126,20.572056,151.91753,646.81537,736.7259277999998,20.9,201.37242,11.369417,28.161581,14.401143,26.699616,15.250492,26.699616,13.902745,26.699616,38.314554,0.26594691,0.45919662,0.0,0.0,0.0,0.09251318
10.32941,3.19485,0.113,0.2,0.5,-0.3,0.2,105.096,1.21,-0.06,0.06,1.19,-0.06,0.06,0.25,-0.07,0.05,6200.0,1.7980945375787096,3.233144,1.0119862,0.31675545162201074,0.11526,152.65376,103.86773,233.70238,888.70616,1006.5817627999998,1.19,1.9098533,1.0108439,2.3585171,1.2803441,2.236089,1.353413,2.236089,1.2358442,2.236089,3.731331,4.4634827,0.30255892,0.0,0.0,0.0,0.21009459
4.551297,2.05143,0.035,0.093,0.31,-0.22,0.22,106.307,1.0,-0.06,0.06,0.97,-0.02,0.02,4.0,-0.5,0.5,5732.0,1.489495643220153,2.2185973,1.0814882,0.5271874581936453,0.035151358,761.64078,634.78052,921.82682,1336.2127,1509.0422,0.97,0.92896639,0.72531787,1.7109477,0.91870615,1.6221339,0.97151992,1.6221339,0.88684003,1.6221339,2.6023384,1.8745435,0.45071447,0.0,0.0,0.0,0.25384649
10.501037,3.22848,0.068,0.045,0.4642800000000002,-0.33498400000000006,0.28233799999999976,106.307,1.0,-0.06,0.06,0.97,-0.02,0.02,4.0,-0.5,0.5,5732.0,1.803503727144737,3.2526257,1.007479,0.3120598444216123,0.06806885,201.10476,183.9711,220.28018,959.03721,1083.6883810000002,0.97,0.92896639,0.72531787,1.7109477,0.91870615,1.6221339,0.97151992,1.6221339,0.88684003,1.6221339,2.6023384,1.8745435,0.45071447,0.0,0.0,0.0,0.20688813
8644.7755,11.8826,16.589764,0.401407,0.9346200000000008,-0.1205989999999999,0.10783699999999997,45.0858,1.02,-0.12,0.12,1.17,-0.06,0.07,4.192640000000001,-2.285609999999999,2.28925,5718.0,26.97249496851474,727.51548,61.225277,5.152515249389969,17.926298,0.005193637,0.002422094,0.013275666,66.206289,143.06926910000016,1.17,1.3091819,0.86177009,2.0336064,1.0915404,1.9280437,1.1543047,1.9280437,1.0536816,1.9280437,3.0893262,1.8421144,0.46439177,0.0,0.0,0.0,0.079933378
2428.4825,12.6673,13.503729,0.285438,0.69895,-0.14295899999999992,0.10618900000000003,44.3804,1.07,-0.14,0.14,1.47,-0.11,0.05,4.470620000000002,-1.786829999999999,1.8196000000000003,5905.64,13.846036147422453,191.71271,15.134457,1.1947658756620585,14.053836,0.013631607,0.00790661,0.025586609,85.685403,152.72620950000007,1.47,2.3823195,1.1494152,2.699196,1.4558716,2.5590833,1.5393286,2.5590833,1.4053367,2.5590833,4.1673864,2.5837235,0.47185916,0.0,0.0,0.0,0.084665443
2626.7976,12.5552,2.147271,0.213617,0.7432000000000002,-0.1304199999999999,0.10470300000000002,28.9571,0.96,-0.12,0.12,0.9,-0.01,0.01,5.2,-3.595180000000001,4.069050000000002,5512.0,14.464435452264315,209.21989,16.664003,1.327259079751408,2.1962634,0.15323868,0.10163961,0.24207952,158.01471,170.6540711,0.9,0.6902398,0.63333416,1.5036238,0.80220193,1.4255717,0.84849505,1.4255717,0.7744002,1.4255717,2.2431782,1.2671849,0.46449653,0.0,0.0,0.0,0.20445067
6085.5481,12.1068,17.205919,0.558246,0.9238299999999997,-0.12304999999999994,0.10582799999999999,28.9571,0.96,-0.12,0.12,0.9,-0.01,0.01,13.0,-3.7316000000000007,3.557599999999998,5460.0,22.41997715189423,502.65538,41.518434,3.429348291534318,19.886933,0.002810192,0.000960223,0.011947671,54.799695,142.8258262000001,0.9,0.6902398,0.63521384,1.5105707,0.80458385,1.432158,0.85105825,1.432158,0.77670459,1.432158,2.2431782,1.158889,0.54113523,0.0,0.0,0.0,0.076170612
1398.4432,12.8915,2.5,0.26,0.42470199999999997,-0.21871,0.15943400000000016,114.166,1.94,-0.07,0.07,8.03,-0.49,0.49,1.41,-0.14,0.14,4884.0,10.415273751392654,108.47793,8.4146862,0.6527313511322155,2.5845,6.3142075,3.8404215,11.134137,398.61718,450.5775538999999,8.03,38.106582,4.8612215,11.808788,6.1574669,11.195785,6.5171981,11.195785,5.9443866,11.195785,16.667243,0.54465489,0.47245661,0.0,0.0,0.0,0.20606325
1433.4043,12.8915,1.82,0.03,0.388822,-0.21723599999999998,0.17398500000000006,33.2237,1.18,-0.12,0.12,1.45,-0.07,0.07,1.9,-0.7,0.6,6557.0,10.544661068558339,111.18988,8.6250534,0.6690496442456351,1.820819,0.98186718,0.92508742,1.0430707,253.56235,287.28264699999994,1.45,3.250873,1.2912067,2.9946881,1.6354387,2.8392381,1.7283169,2.8392381,1.5785104,2.8392381,4.868148,8.1734142,0.4207051,1.0,1.0,0.0,0.39466289
1589.14,12.8915,1.7,0.24,0.472394,-0.20797899999999994,0.1643340000000001,323.335,1.8,-0.2,0.2,39.0,-5.0,5.0,1.6,-0.3,0.3,4155.0,11.1027191241835,123.27037,9.5621434,0.741740171741154,1.74896,101.15434,63.864393,170.0102,799.0656,904.2665066000003,39.0,283.7919,13.613287,34.193147,17.243357,32.417961,18.266836,32.417961,16.646212,32.417961,45.484536,0.15183026,0.47061851,0.0,0.0,0.0,0.079671485
1032.0066,13.1157,1.021796,0.279903,0.4060000000000001,-0.21841999999999995,0.18152200000000004,36.18,1.41,-0.24,0.24,1.5,-0.04,0.04,0.15,-0.05,0.1,6774.0,8.87044689442267,78.684827,5.9992854,0.45741252427843937,1.0618227,4.2755065,2.5056332,7.915705,360.8198,411.63896380000034,1.5,4.2854852,1.4648219,3.3880649,1.8553294,3.2121964,1.9604024,3.2121964,1.790694,3.2121964,5.5893817,12.591867,0.2924016,0.0,0.0,0.0,0.25093182
6268.9603,12.1068,6.82814,0.164097,0.9861500000000004,-0.23049000000000006,0.164171,36.18,1.41,-0.24,0.24,1.53,-0.02,0.02,0.15,-0.05,0.1,6667.33,22.75532673397333,517.80489,42.769757,3.5327053440759864,6.9200735,0.090640572,0.065980686,0.1279627,139.07769,147.7248388000001,1.53,4.1686938,1.4531109,3.3652338,1.840501,3.1905497,1.9448756,3.1905497,1.776407,3.1905497,5.5126925,10.48339,0.2924016,0.0,0.0,0.0,0.15937634
253.39155,13.9004,0.922152,0.168579,0.30258200000000024,-0.170257,0.16448799999999994,155.121,2.01,-0.12,0.12,6.78,-0.3,0.11,7.43548,-3.0684099999999996,3.3283200000000006,4708.93,4.269553060418777,18.229084,1.3114071,0.09434312005145426,0.93525526,24.302751,17.541988,34.65397,562.62155,636.1246532000002,6.78,20.370421,3.5809397,8.7640503,4.535809,8.3090944,4.8017881,8.3090944,4.3788608,8.3090944,12.186073,0.40797164,0.58221468,0.0,0.0,0.0,0.10620774
114.41808,13.2278,1.24,0.14,0.7133559999999999,-0.1271539999999999,0.08029400000000006,16.2817,0.58,-0.05,0.05,0.53,-0.02,0.02,4.3,-4.0,4.0,4462.0,2.9410575172745506,8.6498194,0.65391217,0.04943468783698163,1.252152,0.059081971,0.04501393,0.079096948,125.14089,151.40774760000005,0.53,0.089949758,0.24015384,0.59437811,0.30419232,0.56352197,0.32212625,0.56352197,0.29366501,0.56352197,0.80977389,0.17638773,0.38043364,0.0,0.0,0.0,0.12595071
295.58004,13.9004,2.44,0.2,0.7160109999999998,-0.11343799999999991,0.06275600000000005,16.2817,0.58,-0.05,0.05,0.53,-0.02,0.02,4.3,-4.0,4.0,4462.0,4.611305581010977,21.264139,1.5297502,0.11005080160934196,2.4888,0.015420013,0.01049199,0.023606977,89.09483,151.13865170000005,0.53,0.089949758,0.24015384,0.59437811,0.30419232,0.56352197,0.32212625,0.56352197,0.29366501,0.56352197,0.80977389,0.17638773,0.38043364,0.0,0.0,0.0,0.080830248
2002.3164,12.7794,1.6,0.28,0.471332,-0.20088699999999993,0.15739400000000012,116.334,1.49,-0.18,0.18,25.11,-1.2,1.2,3.24,-1.2,1.2,4181.0,12.517313236609981,156.68313,12.260602,0.9594035313551287,1.66272,118.43738,69.396904,219.32849,827.77239,939.6733961000001,25.11,291.07171,13.777433,34.561357,17.451275,32.767065,18.486505,32.767065,16.846975,32.767065,46.064225,0.14907174,0.49702446,0.0,0.0,0.0,0.078705142
2542.624,11.21,0.5109,0.395,0.37740000000000007,-0.21433999999999997,0.18505800000000006,95.3906,1.47,-0.07,0.07,1.49,-0.05,0.05,0.015,-0.006,0.006,6651.0,15.060460962033613,226.81749,20.233496,1.8049505339149239,0.55075659,15.964797,7.5366749,40.069825,493.51799,565.0166980999996,1.49,3.8282474,1.3937734,3.2284841,1.7653452,3.0608985,1.8654787,3.0608985,1.7038723,3.0608985,5.2827952,10.335949,0.20199742,0.0,0.0,0.0,0.1405391
362.32392,13.6762,1.73,0.23,0.7908020000000002,-0.1493049999999999,0.10414800000000003,27.9243,0.6,-0.09,0.09,0.76,-0.02,0.02,1.0,-1.0,10.0,4836.0,5.147137635668124,26.493026,1.9371628,0.14164481337803425,1.7757585,0.099017025,0.06369386,0.16252731,141.47031,154.03569200000004,0.76,0.28840315,0.42380933,1.0315792,0.53681855,0.97802892,0.56821226,0.97802892,0.5182426,0.97802892,1.4499859,0.33917532,0.30172311,0.0,0.0,0.0,0.15794717
113.4646,13.1157,5.34,0.458,0.7041699999999999,-0.14632599999999996,0.08458500000000005,20.2836,1.27,-0.1255999999999999,0.12019999999999983,2.14,-0.08509999999999991,0.09229999999999987,4.55,-0.17,0.17,5641.0,2.9412670386908832,8.6510515,0.6595951,0.050290501148193646,5.9000699,0.1599702,0.066896352,0.48408198,154.28709,173.81098199999997,2.14,4.0550854,1.5236114,3.6032588,1.9298499,3.4162166,2.0409636,3.4162166,1.8629356,3.4162166,5.4370556,1.7362011,0.49868692,0.0,0.0,0.0,0.20591486
262.2081,13.9004,2.067,0.079,0.30587,-0.20541900000000002,0.15521100000000004,37.8063,0.94,-0.01,0.01,1.47,-0.04,0.04,10.116,-0.344,0.344,5844.0,4.343195742323447,18.863349,1.3570364,0.09762571110506141,2.0734501,0.6189827,0.53000035,0.72744437,225.71216,247.78705119999984,1.47,2.6363314,1.2136719,2.8544705,1.5372632,2.7062977,1.6254729,2.7062977,1.4839171,2.7062977,4.3839316,2.2258882,0.51534998,1.0,1.0,0.0,0.36558938
349.6108,13.7883,1.16,0.144,0.5923179999999999,-0.15484699999999998,0.1081799999999999,21.0628,0.85,-0.03,0.03,0.84,-0.02,0.02,7.0,-7.0,7.0,5135.0,5.035435740058588,25.355613,1.8389224,0.1333683161737524,1.1720269,0.31888503,0.2411193,0.43066194,190.69966,203.85239439999998,0.84,0.42461956,0.5070149,1.2194546,0.64220749,1.1561528,0.6795341,1.1561528,0.61997494,1.1561528,1.7593967,0.63670179,0.46868475,1.0,0.0,0.0,0.28778209
194.19291,14.1246,4.97,0.0,0.655193,-0.14800200000000002,0.09505900000000007,21.0628,0.85,-0.04,0.03,0.84,-0.02,0.02,7.0,-7.0,7.0,5126.74,3.707905063404413,13.74856,0.97337693,0.06891359346818127,4.97,0.017150912,0.017150912,0.017150912,92.196984,150.82447460000006,0.84,0.42364297,0.50664344,1.2189404,0.6417371,1.1556653,0.67904251,1.1556653,0.61952123,1.1556653,1.7573723,0.62773037,0.46868475,0.0,0.0,0.0,0.081657307
2649.5795,12.5552,20.331534,0.144108,0.6827899999999998,-0.12879899999999994,0.10385200000000001,38.9679,1.03,-0.13,0.13,1.2,-0.06,0.08,4.37673,-2.38142,2.570409999999999,5757.15,14.527024194531906,211.03443,16.808528,1.3387702382925109,20.542648,0.00346112,0.00261653,0.004675432,61.552117,152.73539660000006,1.2,1.4157938,0.89407604,2.1075906,1.1324588,1.9981875,1.1975332,1.9981875,1.0931744,1.9981875,3.2126526,1.9766941,0.46590446,0.0,0.0,0.0,0.074545902
1716.8211,12.7794,2.798425,0.390871,0.41968000000000005,-0.21722800000000003,0.15041400000000008,51.261,1.12,-0.15,0.15,1.24,-0.02,0.02,2.3,-0.58,0.58,6183.0,11.590636586147236,134.34285,10.512454,0.8226093668538081,3.0121969,0.30142175,0.14341644,0.74774601,183.06707,196.87113189999994,1.24,2.1727012,1.079276,2.5190254,1.3670214,2.3882655,1.4450562,2.3882655,1.3195126,2.3882655,3.9798231,4.2247472,0.42682726,0.0,0.0,0.0,0.28623811
115.84831,13.2278,0.749283,0.233121,0.37733999999999995,-0.1783890000000001,0.14821600000000004,51.261,1.12,-0.15,0.15,1.34,-0.05,0.05,2.3,-0.58,0.58,6055.0,2.9593820915538354,8.7579421,0.66208607,0.050052623163156354,0.76964304,3.9796234,2.5450531,6.5804342,356.1025,401.75080429999997,1.34,2.1727012,1.0877297,2.5455327,1.3777339,2.4133967,1.4565293,2.4133967,1.3298799,2.4133967,3.9798231,3.3907645,0.42682726,0.0,0.0,0.0,0.25950738
2446.8338,12.6673,12.245208,0.060812,0.7328200000000001,-0.18009999999999995,0.1277,51.261,1.12,-0.15,0.15,1.24,-0.02,0.02,2.3,-0.58,0.58,6183.0,13.89825281832627,193.16143,15.248824,1.2037943562107292,12.26785,0.014516843,0.012876292,0.016427164,88.371322,151.68949530000012,1.24,2.1727012,1.079276,2.5190254,1.3670214,2.3882655,1.4450562,2.3882655,1.3195126,2.3882655,3.9798231,4.2247472,0.42682726,0.0,0.0,0.0,0.085580254
30.037925,5.99735,0.088127,0.231551,0.3128130000000002,-0.16459899999999994,0.16085999999999995,10.9816,0.83,-0.1,0.1,0.73,-0.04,0.07,5.040599999999998,-3.90363,4.284250000000001,5019.17,2.2379751864977844,5.0085328,0.83512432,0.13924889089541476,0.090489503,39.971303,25.637592,65.849416,634.03589,717.4775839999996,0.73,0.30199517,0.43004098,1.0389467,0.54471018,0.9850147,0.57644419,0.9850147,0.52585704,0.9850147,1.4837604,0.51768584,0.43355463,0.0,0.0,0.0,0.15892835
3299.5791,12.4431,11.294908,0.211449,0.7526300000000006,-0.1255299999999999,0.11405900000000002,10.9816,0.83,-0.1,0.1,0.73,-0.04,0.07,4.9039,-3.8269999999999995,4.39805,5019.17,16.28414558104079,265.1734,21.310879,1.7126663697260822,11.54741,0.002421961,0.001612963,0.003806931,56.037049,151.14373670000003,0.73,0.30199517,0.43004098,1.0389467,0.54471018,0.9850147,0.57644419,0.9850147,0.52585704,0.9850147,1.4837604,0.51768584,0.43355463,0.0,0.0,0.0,0.074002564
2634.7941,12.5552,5.0,0.487,0.70196,-0.15216499999999988,0.11128999999999997,87.6437,1.18,-0.06,0.06,1.21,-0.08,0.08,4.72892,-1.6399600000000003,1.7446699999999993,5957.0,14.486435046952304,209.8568,16.714732,1.331299523229517,5.5929225,0.13862636,0.054756799,0.46007143,147.91667,172.66813929999998,1.21,3.0269134,1.2915721,3.0292983,1.6359281,2.8720504,1.7296309,2.8720504,1.5791305,2.8720504,4.6974674,2.9156322,0.48750431,0.0,0.0,0.0,0.19409191
444.9592,13.5641,1.65,0.0,0.4558300000000002,-0.21584000000000006,0.20093600000000003,123.245,0.83,-0.24,0.24,4.89,-0.21,0.21,2.7,-0.5,0.5,4819.0,5.727493485504751,32.804182,2.4184562,0.17829831625053374,1.65,4.1498473,4.1498473,4.1498473,363.62433,410.19580770000044,4.89,11.297959,2.6545576,6.4660119,3.3623991,6.1303545,3.5591065,6.1303545,3.2460487,6.1303545,9.0753581,0.36704208,0.39671458,0.0,0.0,0.0,0.25223261
403.64156,13.6762,1.2064763333333328,0.038,0.42618,-0.19331900000000007,0.14743700000000007,123.245,1.33,-0.11,0.11,4.6,-0.1,0.1,2.7,-0.5,0.5,4951.0,5.432693656574388,29.514161,2.1580673,0.15779729209658203,2.0176467,2.8461019,2.6396233,3.0731695,330.81854,372.8117528,4.6,11.561122,2.6693964,6.4666607,3.3811876,6.1309731,3.5784473,6.1309731,3.264172,6.1309731,9.1804458,0.5388418,0.464233,0.0,0.0,0.0,0.30128189
612.13673,13.452,3.787,0.157,0.6481659999999998,-0.1447259999999999,0.09080300000000006,32.3547,1.05,-0.03,0.03,1.07,-0.04,0.04,4.192,-2.274,2.274,5732.0,6.745758515853318,45.505258,3.3827875,0.25147097364570153,3.8336729,0.082191882,0.060637693,0.11422318,135.77623,153.05980060000005,1.07,1.164126,0.8119483,1.9152996,1.0284345,1.8158781,1.0875562,1.8158781,0.99276233,1.8158781,2.9131562,1.9052792,0.46169817,0.0,0.0,0.0,0.14511736
1789.3717,12.7794,1.09,0.19,0.39196000000000003,-0.18381599999999998,0.148867,235.045,0.72,-0.17,0.17,20.58,-2.27,2.27,10.2,-1.3,1.3,4312.0,11.833005060596598,140.02,10.956696,0.8573717559756939,1.1096745,126.51179,87.710802,189.31149,848.57889,958.9845098000001,20.58,147.57065,9.7738793,24.362894,12.380149,23.098102,13.112444,23.098102,11.951593,23.098102,32.799239,0.14650491,0.47217432,0.0,0.0,0.0,0.078139179
55.302073,8.58686,0.18,0.15,0.3729280000000001,-0.23485,0.17635000000000006,37.7781,1.08,-0.08100000000000007,0.07870000000000005,1.2,-0.01,0.01,5.6,-0.8,0.7,5990.0,2.5377773355923714,6.4403137,0.75001965,0.08734504330222724,0.182025,50.979622,38.111787,69.761713,677.86659,766.7562058000002,1.2,1.6330519,0.9467699,2.2188853,1.1991944,2.1037052,1.2678468,2.1037052,1.1575537,2.1037052,3.4503549,2.9959545,0.48909974,0.0,0.0,0.0,0.11942881
886.74013,13.13812,0.07,0.31,0.32457,-0.18937000000000012,0.17719100000000007,92.2589,1.84,-0.24,0.24,2.06,-0.06,0.06,4.6,-0.8,0.8,5864.0,8.215454022085186,67.493684,5.1372407,0.39101794627140635,0.0733635,950.04402,526.33388,1897.1678,1388.0906,1578.1916629999998,2.06,4.4258837,1.5706343,3.6921549,1.9893984,3.5004986,2.1035153,3.5004986,1.9203564,3.5004986,5.6802019,2.881746,0.56531488,0.0,0.0,0.0,0.069170592
197.68902,14.1246,3.16,0.041,0.32283000000000023,-0.20582000000000003,0.1482,33.5369,0.91,-0.11,0.12,2.01,-0.09,0.1,7.45,-0.73,0.73,5303.0,3.7411334086080594,13.996079,0.99090091,0.07015426442398517,3.162656,0.28839728,0.2659037,0.31332036,186.64042,201.75610059999988,2.01,2.8773984,1.3082637,3.1275039,1.6570985,2.9651566,1.7530973,2.9651566,1.5997072,2.9651566,4.579982,0.86927671,0.48446754,0.0,0.0,0.0,0.27265227
25.044847,5.3808,0.229,0.3,0.3402560000000001,-0.20139000000000012,0.18267100000000006,33.5369,0.91,-0.11,0.12,2.01,-0.09,0.1,7.45,-0.73,0.73,5303.0,2.1574252955175353,4.6544838,0.86501706,0.1607599391003713,0.239305,57.518604,32.467013,111.97806,689.40332,779.2653968999998,2.01,2.8773984,1.3082637,3.1275039,1.6570985,2.9651566,1.7530973,2.9651566,1.5997072,2.9651566,4.579982,0.86927671,0.48446754,0.0,0.0,0.0,0.16209252
2078.5951,12.6673,1.93,0.4,0.45657200000000003,-0.20408799999999994,0.1448330000000001,67.9331,1.91,-0.21,0.21,10.09,-0.32,0.32,1.2,-0.7,0.7,4970.0,12.80981688344784,164.09141,12.953937,1.0226281205643293,2.0844,20.218351,9.4542985,51.473403,523.08736,597.3259857000005,10.09,69.02398,6.516685,15.774687,8.2543479,14.955816,8.7357202,14.955816,7.9686754,14.955816,22.431782,0.62810381,0.45754397,0.0,0.0,0.0,0.1199111
2439.438,12.6673,4.332646,0.732073,0.46807999999999994,-0.21886999999999998,0.17371499999999998,103.044,2.5,-0.24,0.24,9.12,-0.61,0.65,1.02,-0.22,0.22,4892.0,13.877232492367973,192.57758,15.202733,1.2001557673128387,5.4936454,3.4135184,0.77510619,32.393705,302.29053,356.1672531000001,9.12,43.651583,5.2010236,12.630042,6.5878764,11.974407,6.9726884,11.974407,6.3598998,11.974407,17.838723,0.60090125,0.48712251,0.0,0.0,0.0,0.28313674
479.92028,13.5641,0.33,0.03,0.32565,-0.20735000000000003,0.17243000000000006,41.6592,1.62,-0.21,0.21,1.07,-0.02,0.02,1.2,-1.69839,1.9151399999999996,6027.0,5.948247896650747,35.381653,2.6084778,0.19230746967021853,0.3301485,14.228779,13.405952,15.115713,494.72458,558.6723797000001,1.07,1.5488166,0.91994847,2.1542198,1.1652207,2.0423964,1.2318904,2.0423964,1.1247531,2.0423964,3.3601895,3.65459,0.43310518,0.0,0.0,0.0,0.13432196
10.332588,3.19485,0.053918,0.376428,0.3734200000000001,-0.21810399999999996,0.19944000000000003,31.7627,1.1,-0.13,0.13,1.8,-0.06,0.09,4.490120000000001,-1.7753000000000005,1.8008000000000004,5986.0,1.7983711218648304,3.2341388,1.0122975,0.31685290625158347,0.057738037,1395.444,682.37869,3324.7519,1513.6558,1803.8915620000002,1.8,3.758374,1.4366483,3.3672922,1.8196826,3.1924994,1.9238637,3.1924994,1.7564973,3.1924994,5.2343622,2.9936915,0.47622847,0.0,0.0,0.0,0.20284823
3171.5008,12.4431,22.187701,0.174465,0.69628,-0.15141499999999994,0.115943,31.7627,1.1,-0.13,0.13,1.8,-0.06,0.09,4.4721800000000025,-1.3264200000000002,1.373730000000001,5986.0,15.964970373606874,254.88027,20.483664,1.6461865580732298,22.525376,0.007753318,0.005534715,0.011202228,75.163291,152.95612050000008,1.8,3.758374,1.4366483,3.3672922,1.8196826,3.1924994,1.9238637,3.1924994,1.7564973,3.1924994,5.2343622,2.9936915,0.47622847,0.0,0.0,0.0,0.079661559
72.849357,10.10021,0.406294,0.227859,0.556332,-0.147499,0.07939100000000007,53.2528,1.24,-0.07,0.07,2.17,-0.14930000000000004,0.16640000000000008,4.638579999999999,-1.9795999999999996,1.71732,4956.0,2.6856391525320484,7.2126576,0.71410966,0.0707024579420497,0.41684134,15.881687,10.257043,25.937371,503.55336,571.8611154999996,2.17,2.5527013,1.2540411,3.0373225,1.5884294,2.8796536,1.6810893,2.8796536,1.5334569,2.8796536,4.3138374,0.53094379,0.49563088,0.0,0.0,0.0,0.14876488
238.371,14.0125,0.86,0.34,0.294086,-0.17067800000000002,0.16037600000000002,60.1977,1.15,-0.08,0.08,1.3,-0.05,0.07,4.567699999999999,-1.845399999999999,1.8538300000000008,5873.0,4.124477097665883,17.011311,1.2140097,0.08663762562791638,0.909708,3.1309687,1.6398099,6.7595102,331.25027,376.7711861000002,1.3,2.1777098,1.1011285,2.5878855,1.3947121,2.4535509,1.4747048,2.4535509,1.3463068,2.4535509,3.9844077,2.5022504,0.48333741,0.0,0.0,0.0,0.28676551
947.12745,13.1157,0.297,0.07,0.411584,-0.23772000000000001,0.13855999999999993,48.3367,1.01,-0.03,0.03,1.0,-0.01,0.01,4.255059999999999,-2.4406600000000003,2.7108000000000008,5920.0,8.497838529952514,72.213259,5.5058639,0.41979184795707836,0.29772765,11.955114,10.416446,13.788633,473.29674,533.8145467999999,1.0,1.0519619,0.76312822,1.791446,0.96659269,1.6984538,1.0219895,1.6984538,0.93303907,1.6984538,2.7692602,2.5978027,0.46286917,0.0,0.0,0.0,0.14800907
3514.1416,12.4431,10.780317,0.165353,0.7506600000000004,-0.13267499999999988,0.10948300000000005,39.3466,0.75,-0.09,0.09,0.75,-0.05,0.05,4.522470000000002,-3.89775,4.4657,4703.93,16.805263749249274,282.41689,22.696666,1.8240363253529537,10.927693,0.002171485,0.001576965,0.003074194,54.711864,151.45842290000007,0.75,0.24888573,0.3958994,0.9691435,0.5014673,0.91883367,0.53087643,0.91883367,0.48411551,0.91883367,1.3469881,0.29119759,0.419152,0.0,0.0,0.0,0.073734582
